st_name,year,pc_no,pc_name,pc_type,cand_name,cand_sex,partyname,partyabbre,totvotpoll,electors
Nct Of Delhi,2014,4,New Delhi                     ,GEN,Dal Chand,M,IND,IND,662,1490147
Nct Of Delhi,2014,4,New Delhi                     ,GEN,Narendra Singh Rawat,M,IND,IND,687,1490147
Nct Of Delhi,2014,4,New Delhi                     ,GEN,Ghanshyam Dass,M,IND,IND,862,1490147
Nct Of Delhi,2014,4,New Delhi                     ,GEN,Anjuman Agnihotri,M,IND,IND,887,1490147
Nct Of Delhi,2014,4,New Delhi                     ,GEN,Biswajit Ranjit Chatterjee,M,AITC,AITC,909,1490147
Nct Of Delhi,2014,4,New Delhi                     ,GEN,Rubina Khan,F,IND,IND,1260,1490147
Nct Of Delhi,2014,4,New Delhi                     ,GEN,None Of The Above,,NOTA,NOTA,5589,1490147
Nct Of Delhi,2014,4,New Delhi                     ,GEN,Solomon George,M,BSP,BSP,6088,1490147
Nct Of Delhi,2014,4,New Delhi                     ,GEN,Ravi Kumar Gupta,M,IND,IND,20028,1490147
Nct Of Delhi,2014,4,New Delhi                     ,GEN,Ajay Makan,M,INC,INC,182893,1490147
Nct Of Delhi,2014,4,New Delhi                     ,GEN,Ashish Khetan,M,AAAP,AAAP,290642,1490147
Nct Of Delhi,2014,4,New Delhi                     ,GEN,Meenakashi Lekhi,F,BJP,BJP,453350,1490147
Nct Of Delhi,2014,5,North West Delhi              ,SC ,Rajesh Kumar,M,RBHP,RBHP,545,2194343
Nct Of Delhi,2014,5,North West Delhi              ,SC ,Vijay Kumar,M,RPI(A),RPI(A),662,2194343
Nct Of Delhi,2014,5,North West Delhi              ,SC ,Kamini Kaur,F,IND,IND,666,2194343
Nct Of Delhi,2014,5,North West Delhi              ,SC ,Bhup Singh,M,IND,IND,1107,2194343
Nct Of Delhi,2014,5,North West Delhi              ,SC ,Sunil Chhikara,M,IND,IND,1584,2194343
Nct Of Delhi,2014,5,North West Delhi              ,SC ,Ram Karan Sauran,M,IND,IND,1621,2194343
Nct Of Delhi,2014,5,North West Delhi              ,SC ,Dharamraj,M,BPC,BPC,1680,2194343
Nct Of Delhi,2014,5,North West Delhi              ,SC ,Inder Singh Sansi,M,Aa S P,Aa S P,1749,2194343
Nct Of Delhi,2014,5,North West Delhi              ,SC ,Jodhraj Paharia,M,IND,IND,2279,2194343
Nct Of Delhi,2014,5,North West Delhi              ,SC ,Shailender Kumar,M,IND,IND,3446,2194343
Nct Of Delhi,2014,5,North West Delhi              ,SC ,None Of The Above,,NOTA,NOTA,8826,2194343
Nct Of Delhi,2014,5,North West Delhi              ,SC ,Basant Panwar,M,BSP,BSP,21485,2194343
Nct Of Delhi,2014,5,North West Delhi              ,SC ,Krishna Tirath,F,INC,INC,157468,2194343
Nct Of Delhi,2014,5,North West Delhi              ,SC ,Rakhi Birla,F,AAAP,AAAP,523058,2194343
Nct Of Delhi,2014,5,North West Delhi              ,SC ,Udit Raj,M,BJP,BJP,629860,2194343
Nct Of Delhi,2014,6,West Delhi                    ,GEN,Karam Chand Lathwal,M,BPC,BPC,353,2039410
Nct Of Delhi,2014,6,West Delhi                    ,GEN,Deepak Kumar,M,RJAP,RJAP,415,2039410
Nct Of Delhi,2014,6,West Delhi                    ,GEN,Charan Jeet Singh Khalsa,M,AIFB,AIFB,451,2039410
Nct Of Delhi,2014,6,West Delhi                    ,GEN,Rakesh Kumar,M,bjdi,bjdi,458,2039410
Nct Of Delhi,2014,6,West Delhi                    ,GEN,Dinesh Kumar Kushwaha,M,ABSP,ABSP,651,2039410
Nct Of Delhi,2014,6,West Delhi                    ,GEN,Har Gobind Arora,M,SHS,SHS,703,2039410
Nct Of Delhi,2014,6,West Delhi                    ,GEN,Uday Kumar Singh Kushwaha,M,BMUP,BMUP,805,2039410
Nct Of Delhi,2014,6,West Delhi                    ,GEN,Istak Khan,M,IND,IND,988,2039410
Nct Of Delhi,2014,6,West Delhi                    ,GEN,Babu Singh Dukhiya,M,IND,IND,1654,2039410
Nct Of Delhi,2014,6,West Delhi                    ,GEN,Virender Mohan Vats,M,IND,IND,3078,2039410
Nct Of Delhi,2014,6,West Delhi                    ,GEN,Sunil Sourabh,M,IND,IND,3624,2039410
Nct Of Delhi,2014,6,West Delhi                    ,GEN,Jarnail Singh,M,IND,IND,5960,2039410
Nct Of Delhi,2014,6,West Delhi                    ,GEN,None Of The Above,,NOTA,NOTA,7932,2039410
Nct Of Delhi,2014,6,West Delhi                    ,GEN,Raj Pal Singh,M,BSP,BSP,8707,2039410
Nct Of Delhi,2014,6,West Delhi                    ,GEN,Jarnail Singh,M,IND,IND,84722,2039410
Nct Of Delhi,2014,6,West Delhi                    ,GEN,Mahabal Mishra,M,INC,INC,193266,2039410
Nct Of Delhi,2014,6,West Delhi                    ,GEN,Jarnail Singh,M,AAAP,AAAP,382809,2039410
Nct Of Delhi,2014,6,West Delhi                    ,GEN,Parvesh Sahib Singh Verma,M,BJP,BJP,651395,2039410
Nct Of Delhi,2014,7,South Delhi                   ,GEN,Cho. Ombir Singh Naughwar,M,BHBP,BHBP,303,1752748
Nct Of Delhi,2014,7,South Delhi                   ,GEN,Kiran Pal Singh,M,IND,IND,314,1752748
Nct Of Delhi,2014,7,South Delhi                   ,GEN,Hafiz Mustaq,M,JSMP,JSMP,357,1752748
Nct Of Delhi,2014,7,South Delhi                   ,GEN,D. K. Chopra,M,IND,IND,412,1752748
Nct Of Delhi,2014,7,South Delhi                   ,GEN,Dr. Dusmanta Kumar Giri,M,IND,IND,560,1752748
Nct Of Delhi,2014,7,South Delhi                   ,GEN,Mohan Kanuga,M,JKNPP,JKNPP,561,1752748
Nct Of Delhi,2014,7,South Delhi                   ,GEN,Sreerupa Mitra Chaudhury,F,AITC,AITC,803,1752748
Nct Of Delhi,2014,7,South Delhi                   ,GEN,Naresh Kumar Chandaliya,M,IND,IND,913,1752748
Nct Of Delhi,2014,7,South Delhi                   ,GEN,Rakesh Kumar,M,IND,IND,1071,1752748
Nct Of Delhi,2014,7,South Delhi                   ,GEN,Sunil Kumar,M,IND,IND,1140,1752748
Nct Of Delhi,2014,7,South Delhi                   ,GEN,Tej Pal Singh,M,IND,IND,1215,1752748
Nct Of Delhi,2014,7,South Delhi                   ,GEN,Sumant Kumar,M,IND,IND,1640,1752748
Nct Of Delhi,2014,7,South Delhi                   ,GEN,Shahid,M,IND,IND,2841,1752748
Nct Of Delhi,2014,7,South Delhi                   ,GEN,None Of The Above,,NOTA,NOTA,4010,1752748
Nct Of Delhi,2014,7,South Delhi                   ,GEN,Shrichand Tanwar,M,CPI,CPI,4475,1752748
Nct Of Delhi,2014,7,South Delhi                   ,GEN,Sanjay Kumar Rai,M,BSP,BSP,10873,1752748
Nct Of Delhi,2014,7,South Delhi                   ,GEN,Ruby Yadav,F,IND,IND,56749,1752748
Nct Of Delhi,2014,7,South Delhi                   ,GEN,Ramesh Kumar,M,INC,INC,125213,1752748
Nct Of Delhi,2014,7,South Delhi                   ,GEN,Col Devinder Sehrawat,M,AAAP,AAAP,390980,1752748
Nct Of Delhi,2014,7,South Delhi                   ,GEN,Ramesh Bidhuri,M,BJP,BJP,497980,1752748
Odisha,2014,1,Bargarh,GEN,Ashok Mittal,M,AITC,AITC,7912,1430717
Odisha,2014,1,Bargarh,GEN,Gayan Chand,M,BSP,BSP,8009,1430717
Odisha,2014,1,Bargarh,GEN,None Of The Above,,NOTA,NOTA,14500,1430717
Odisha,2014,1,Bargarh,GEN,Lingaraj Pradhan,M,AAAP,AAAP,15672,1430717
Odisha,2014,1,Bargarh,GEN,Ashok Bisi,M,CPI,CPI,21100,1430717
Odisha,2014,1,Bargarh,GEN,Kulamani Urma,M,PCHVP,PCHVP,26216,1430717
Odisha,2014,1,Bargarh,GEN,Sanjay Bhoi,M,INC,INC,274610,1430717
Odisha,2014,1,Bargarh,GEN,Subash Chouhan,M,BJP,BJP,372052,1430717
Odisha,2014,1,Bargarh,GEN,Prabhas Kumar Singh,M,BJD,BJD,383230,1430717
Odisha,2014,2,Sundargarh ,ST,Lily Prema Kujur,F,BMUP,BMUP,3903,1410532
Odisha,2014,2,Sundargarh ,ST,Satish Kumar Minz,M,IND,IND,3951,1410532
Odisha,2014,2,Sundargarh ,ST,Das Charan Majhi,M,JDP,JDP,4408,1410532
Odisha,2014,2,Sundargarh ,ST,Mansid Ekka,M,IND,IND,7282,1410532
Odisha,2014,2,Sundargarh ,ST,Basil Ekka,M,AAAP,AAAP,7429,1410532
Odisha,2014,2,Sundargarh ,ST,Sagar Singh Manaki,M,KOKD,KOKD,8448,1410532
Odisha,2014,2,Sundargarh ,ST,Lawrencia Lakra,F,IND,IND,9001,1410532
Odisha,2014,2,Sundargarh ,ST,Bagi Lakra,M,BSP,BSP,9460,1410532
Odisha,2014,2,Sundargarh ,ST,Justin Lugun,M,SUCI,SUCI,9472,1410532
Odisha,2014,2,Sundargarh ,ST,None Of The Above,,NOTA,NOTA,15835,1410532
Odisha,2014,2,Sundargarh ,ST,Hemanand Biswal,M,INC,INC,269335,1410532
Odisha,2014,2,Sundargarh ,ST,Dilip Kumar Tirkey,M,BJD,BJD,321679,1410532
Odisha,2014,2,Sundargarh ,ST,Jual @ Juel Oram,M,BJP,BJP,340508,1410532
Odisha,2014,3,Sambalpur,GEN,Tarani Bhoi,F,PCHVP,PCHVP,2559,1297098
Odisha,2014,3,Sambalpur,GEN,Shankarlal Agrawala,M,PBI,PBI,3110,1297098
Odisha,2014,3,Sambalpur,GEN,Dusmanta Kar,M,IND,IND,4012,1297098
Odisha,2014,3,Sambalpur,GEN,Ashok Panda,M,IND,IND,4018,1297098
Odisha,2014,3,Sambalpur,GEN,Prasadi Pradhan,M,SUCI,SUCI,4502,1297098
Odisha,2014,3,Sambalpur,GEN,Md. Ali Hussain,M,IND,IND,4763,1297098
Odisha,2014,3,Sambalpur,GEN,Ananda Kumar Samal,M,AAAP,AAAP,7029,1297098
Odisha,2014,3,Sambalpur,GEN,Nathu Ram,M,BSP,BSP,12211,1297098
Odisha,2014,3,Sambalpur,GEN,None Of The Above,,NOTA,NOTA,13314,1297098
Odisha,2014,3,Sambalpur,GEN,Amarnath Pradhan,M,INC,INC,242131,1297098
Odisha,2014,3,Sambalpur,GEN,Suresh Pujari,M,BJP,BJP,328042,1297098
Odisha,2014,3,Sambalpur,GEN,Nagendra Kumar Pradhan,M,BJD,BJD,358618,1297098
Odisha,2014,4,Keonjhar ,ST,Jagat Mohan Naik,M,BSP,BSP,8694,1346683
Odisha,2014,4,Keonjhar ,ST,Bishnupriya Naik,F,ojm,ojm,12236,1346683
Odisha,2014,4,Keonjhar ,ST,Sudarshan Lohar,M,RAIM,RAIM,16299,1346683
Odisha,2014,4,Keonjhar ,ST,Sujit Kumar Lugun,M,IND,IND,16420,1346683
Odisha,2014,4,Keonjhar ,ST,None Of The Above,,NOTA,NOTA,26065,1346683
Odisha,2014,4,Keonjhar ,ST,Basudeb Naik,M,IND,IND,101999,1346683
Odisha,2014,4,Keonjhar ,ST,Madhaba Sardar,M,INC,INC,190531,1346683
Odisha,2014,4,Keonjhar ,ST,Ananta Nayak,M,BJP,BJP,277154,1346683
Odisha,2014,4,Keonjhar ,ST,Sakuntala Laguri,F,BJD,BJD,434471,1346683
Odisha,2014,5,Mayurbhanj ,ST,Anta Alok Baskey,M,AJSUP,AJSUP,7052,1327555
Odisha,2014,5,Mayurbhanj ,ST,Devi Prasanna Besra,M,IND,IND,8133,1327555
Odisha,2014,5,Mayurbhanj ,ST,Chhabi Mahali,F,AAAP,AAAP,8183,1327555
Odisha,2014,5,Mayurbhanj ,ST,Dashmat Soren,M,BSP,BSP,12041,1327555
Odisha,2014,5,Mayurbhanj ,ST,Prabhudan Marandi,M,AOP,AOP,14632,1327555
Odisha,2014,5,Mayurbhanj ,ST,None Of The Above,,NOTA,NOTA,23517,1327555
Odisha,2014,5,Mayurbhanj ,ST,Shyam Sundar Hansdah,M,INC,INC,142165,1327555
Odisha,2014,5,Mayurbhanj ,ST,Debashis Marndi,M,JMM,JMM,172984,1327555
Odisha,2014,5,Mayurbhanj ,ST,Nepole Raghu Murmu,M,BJP,BJP,270913,1327555
Odisha,2014,5,Mayurbhanj ,ST,Rama Chandra Hansdah,M,BJD,BJD,393779,1327555
Odisha,2014,6,Balasore,GEN,Biswajit Ray,M,IND,IND,1823,1366218
Odisha,2014,6,Balasore,GEN,Jagannath Das,M,IND,IND,1856,1366218
Odisha,2014,6,Balasore,GEN,Mamata Kundu,F,AAAP,AAAP,2664,1366218
Odisha,2014,6,Balasore,GEN,Bichitra Nanda Das,M,BSP,BSP,3240,1366218
Odisha,2014,6,Balasore,GEN,Saroj Kumar Panda,M,IND,IND,4529,1366218
Odisha,2014,6,Balasore,GEN,None Of The Above,,NOTA,NOTA,7716,1366218
Odisha,2014,6,Balasore,GEN,Kartikeswar Patra,M,AITC,AITC,9856,1366218
Odisha,2014,6,Balasore,GEN,Prasanta Kumar Mishra,M,CPI,CPI,14538,1366218
Odisha,2014,6,Balasore,GEN,Shrikanta Kumar Jena,M,INC,INC,277517,1366218
Odisha,2014,6,Balasore,GEN,Pratap Chandra Sarangi,M,BJP,BJP,291943,1366218
Odisha,2014,6,Balasore,GEN,Rabindra Kumar Jena,M,BJD,BJD,433768,1366218
Odisha,2014,7,Bhadrak ,SC,Susanta Kumar Jena,M,IND,IND,2639,1469498
Odisha,2014,7,Bhadrak ,SC,Netrananda Mallick,M,AOP,AOP,4518,1469498
Odisha,2014,7,Bhadrak ,SC,Narayan Chandra Jena,M,AAAP,AAAP,5961,1469498
Odisha,2014,7,Bhadrak ,SC,None Of The Above,,NOTA,NOTA,6750,1469498
Odisha,2014,7,Bhadrak ,SC,Arjun Charan Mallik,M,BSP,BSP,7607,1469498
Odisha,2014,7,Bhadrak ,SC,Ramesh Jena,M,CPI,CPI,11930,1469498
Odisha,2014,7,Bhadrak ,SC,Sarat Das,M,BJP,BJP,216617,1469498
Odisha,2014,7,Bhadrak ,SC,Sangram Keshari Jena,M,INC,INC,322979,1469498
Odisha,2014,7,Bhadrak ,SC,Arjun Charan Sethi,M,BJD,BJD,502338,1469498
Odisha,2014,8,Jajpur ,SC,Gayadhar Mallick,M,skd,skd,2753,1303733
Odisha,2014,8,Jajpur ,SC,Ranjit Malik,M,BMUP,BMUP,3409,1303733
Odisha,2014,8,Jajpur ,SC,Debendra Kumar Mallik,M,BSP,BSP,6926,1303733
Odisha,2014,8,Jajpur ,SC,Subas Chandra Mallick,M,SUCI,SUCI,8065,1303733
Odisha,2014,8,Jajpur ,SC,Kalandi Malik,M,AAAP,AAAP,8269,1303733
Odisha,2014,8,Jajpur ,SC,None Of The Above,,NOTA,NOTA,8655,1303733
Odisha,2014,8,Jajpur ,SC,Nabin Kumar Dalai,M,IND,IND,29142,1303733
Odisha,2014,8,Jajpur ,SC,Amiya Kanta Mallick,M,BJP,BJP,150789,1303733
Odisha,2014,8,Jajpur ,SC,Asok Das,M,INC,INC,221078,1303733
Odisha,2014,8,Jajpur ,SC,Rita Tarai,F,BJD,BJD,541349,1303733
Odisha,2014,9,Dhenkanal,GEN,Priyabrata Garnaik,M,skd,skd,2039,1363471
Odisha,2014,9,Dhenkanal,GEN,Pradyumna Kumar Naik,M,BMUP,BMUP,2298,1363471
Odisha,2014,9,Dhenkanal,GEN,Er. Guru Prasad Pradhan,M,IND,IND,3918,1363471
Odisha,2014,9,Dhenkanal,GEN,Manasi Swain,F,SUCI,SUCI,4275,1363471
Odisha,2014,9,Dhenkanal,GEN,Jimuta Prasad Mishra,M,AAAP,AAAP,5120,1363471
Odisha,2014,9,Dhenkanal,GEN,Suparno Satpathy,M,AOP,AOP,5447,1363471
Odisha,2014,9,Dhenkanal,GEN,Premananda Sahoo,M,BSP,BSP,6574,1363471
Odisha,2014,9,Dhenkanal,GEN,Nirmal Samal,M,IND,IND,7505,1363471
Odisha,2014,9,Dhenkanal,GEN,Kalakar Naik,M,APoI,APoI,8712,1363471
Odisha,2014,9,Dhenkanal,GEN,None Of The Above,,NOTA,NOTA,13205,1363471
Odisha,2014,9,Dhenkanal,GEN,Sudhir Kumar Samal,M,INC,INC,213794,1363471
Odisha,2014,9,Dhenkanal,GEN,Rudra Narayan Pany,M,BJP,BJP,315937,1363471
Odisha,2014,9,Dhenkanal,GEN,Tathagata Satpathy,M,BJD,BJD,453277,1363471
Odisha,2014,10,Bolangir,GEN,Shankar Kumar Patra,M,AOP,AOP,8438,1563025
Odisha,2014,10,Bolangir,GEN,Naba Krushna Danta,M,IND,IND,9915,1563025
Odisha,2014,10,Bolangir,GEN,Rana Nag,M,BSP,BSP,11513,1563025
Odisha,2014,10,Bolangir,GEN,Achutananda Nag,M,APoI,APoI,14626,1563025
Odisha,2014,10,Bolangir,GEN,None Of The Above,,NOTA,NOTA,21043,1563025
Odisha,2014,10,Bolangir,GEN,Saraswati Nanda,F,AAAP,AAAP,24515,1563025
Odisha,2014,10,Bolangir,GEN,Sarat Pattnayak,M,INC,INC,277616,1563025
Odisha,2014,10,Bolangir,GEN,Sangeeta Kumari Singh Deo,F,BJP,BJP,349220,1563025
Odisha,2014,10,Bolangir,GEN,Kalikesh Narayan Singh Deo,M,BJD,BJD,453519,1563025
Odisha,2014,11,Kalahandi,GEN,Parameswar Kand,M,skd,skd,4435,1474135
Odisha,2014,11,Kalahandi,GEN,Balaram Hota,M,CPI(ML)(L),CPI(ML)(L),4885,1474135
Odisha,2014,11,Kalahandi,GEN,Baikuntha Dhangada Majhi,M,KS,KS,5007,1474135
Odisha,2014,11,Kalahandi,GEN,Sahadev Jal,M,BMUP,BMUP,5858,1474135
Odisha,2014,11,Kalahandi,GEN,Satya Narayan Mahar,M,AAAP,AAAP,6360,1474135
Odisha,2014,11,Kalahandi,GEN,Sunil Chandra Nayak,M,ojm,ojm,7329,1474135
Odisha,2014,11,Kalahandi,GEN,Chhabilal Nial,M,APoI,APoI,8299,1474135
Odisha,2014,11,Kalahandi,GEN,Bighna Raj Panda,M,SAMO,SAMO,8600,1474135
Odisha,2014,11,Kalahandi,GEN,Daitary Pradhan,M,AOP,AOP,8698,1474135
Odisha,2014,11,Kalahandi,GEN,Rajendra Kumar Mund,M,IND,IND,10839,1474135
Odisha,2014,11,Kalahandi,GEN,Saroj Kumar Naik,M,BSP,BSP,14115,1474135
Odisha,2014,11,Kalahandi,GEN,Siba Hati,M,SP,SP,18869,1474135
Odisha,2014,11,Kalahandi,GEN,None Of The Above,,NOTA,NOTA,20880,1474135
Odisha,2014,11,Kalahandi,GEN,Bhakta Charan Das,M,INC,INC,307967,1474135
Odisha,2014,11,Kalahandi,GEN,Pradipta Kumar Naik,M,BJP,BJP,314524,1474135
Odisha,2014,11,Kalahandi,GEN,Arka Keshari Deo,M,BJD,BJD,370871,1474135
Odisha,2014,12,Nabarangpur ,ST,Chandradhwaja Majhi,M,IND,IND,18388,1297210
Odisha,2014,12,Nabarangpur ,ST,Gopal Pujari,M,AOP,AOP,18675,1297210
Odisha,2014,12,Nabarangpur ,ST,Arjuna Bhatara,M,ojm,ojm,24832,1297210
Odisha,2014,12,Nabarangpur ,ST,Gopinath Jani,M,BSP,BSP,31707,1297210
Odisha,2014,12,Nabarangpur ,ST,None Of The Above,,NOTA,NOTA,44408,1297210
Odisha,2014,12,Nabarangpur ,ST,Parsuram Majhi,M,BJP,BJP,138430,1297210
Odisha,2014,12,Nabarangpur ,ST,Pradeep Kumar Majhi,M,INC,INC,371845,1297210
Odisha,2014,12,Nabarangpur ,ST,Balabhadra Majhi,M,BJD,BJD,373887,1297210
Odisha,2014,13,Kandhamal,GEN,Basanta Kumar Pradhan,M,IND,IND,5798,1143602
Odisha,2014,13,Kandhamal,GEN,Bilasini Nayak,F,AOP,AOP,7741,1143602
Odisha,2014,13,Kandhamal,GEN,Narendra Mohanty,M,AAAP,AAAP,9522,1143602
Odisha,2014,13,Kandhamal,GEN,Ram Nayak,M,BSP,BSP,11080,1143602
Odisha,2014,13,Kandhamal,GEN,None Of The Above,,NOTA,NOTA,14159,1143602
Odisha,2014,13,Kandhamal,GEN,Lambodar Kanhar,M,IND,IND,20472,1143602
Odisha,2014,13,Kandhamal,GEN,Sukanta Kumar Panigrahi,M,BJP,BJP,108744,1143602
Odisha,2014,13,Kandhamal,GEN,Harihar Karan,M,INC,INC,240441,1143602
Odisha,2014,13,Kandhamal,GEN,Hemendra Chandra Singh,M,BJD,BJD,421458,1143602
Odisha,2014,14,Cuttack,GEN,Sabyasachi Mahapatra,M,CPIM,CPIM,1812,1371617
Odisha,2014,14,Cuttack,GEN,Jibesh Kishore Sundaray,M,AITC,AITC,2082,1371617
Odisha,2014,14,Cuttack,GEN,Binapani Das,F,SUCI,SUCI,2171,1371617
Odisha,2014,14,Cuttack,GEN,Pramod Kumar Mallick,M,BSP,BSP,3639,1371617
Odisha,2014,14,Cuttack,GEN,Bikash Das,M,AAAP,AAAP,4531,1371617
Odisha,2014,14,Cuttack,GEN,Sanjay Kumar Sahoo,M,IND,IND,5733,1371617
Odisha,2014,14,Cuttack,GEN,None Of The Above,,NOTA,NOTA,8889,1371617
Odisha,2014,14,Cuttack,GEN,Mahameghabahan Aira Kharabela Swain,M,AOP,AOP,58246,1371617
Odisha,2014,14,Cuttack,GEN,Samir Dey,M,BJP,BJP,146093,1371617
Odisha,2014,14,Cuttack,GEN,Aparajita Mohanty,F,INC,INC,219323,1371617
Odisha,2014,14,Cuttack,GEN,Bhartruhari Mahatab,M,BJD,BJD,526085,1371617
Odisha,2014,15,Kendrapara ,GEN,Sukumar Mallick,M,IND,IND,2216,1555444
Odisha,2014,15,Kendrapara ,GEN,Md.Samim Aktar,M,AAAP,AAAP,6019,1555444
Odisha,2014,15,Kendrapara ,GEN,Pramod Sahu,M,IND,IND,6185,1555444
Odisha,2014,15,Kendrapara ,GEN,Sk. Faruk,M,BSP,BSP,6192,1555444
Odisha,2014,15,Kendrapara ,GEN,None Of The Above,,NOTA,NOTA,7596,1555444
Odisha,2014,15,Kendrapara ,GEN,Bishnu Prasad Das,M,BJP,BJP,118653,1555444
Odisha,2014,15,Kendrapara ,GEN,Dharanidhar Nayak,M,INC,INC,390723,1555444
Odisha,2014,15,Kendrapara ,GEN,Baijayant Panda,M,BJD,BJD,600023,1555444
Odisha,2014,16,Jagatsinghpur ,SC,Manas Kumar Behera,M,IND,IND,3347,1499673
Odisha,2014,16,Jagatsinghpur ,SC,Anupama Sethy,F,AAAP,AAAP,5929,1499673
Odisha,2014,16,Jagatsinghpur ,SC,Pradip Kumar Mallick,M,BSP,BSP,6895,1499673
Odisha,2014,16,Jagatsinghpur ,SC,None Of The Above,,NOTA,NOTA,7624,1499673
Odisha,2014,16,Jagatsinghpur ,SC,Ajay Kumar Behera,M,CPI,CPI,18099,1499673
Odisha,2014,16,Jagatsinghpur ,SC,Baidhar Mallick,M,BJP,BJP,117448,1499673
Odisha,2014,16,Jagatsinghpur ,SC,Bibhu Prasad Tarai,M,INC,INC,348098,1499673
Odisha,2014,16,Jagatsinghpur ,SC,Kulamani Samal,M,BJD,BJD,624492,1499673
Odisha,2014,17,Puri,GEN,Nirad Baran Khuntia,M,AAAP,AAAP,4262,1404581
Odisha,2014,17,Puri,GEN,Ashok Pradhan,M,CPI(ML)(L),CPI(ML)(L),6969,1404581
Odisha,2014,17,Puri,GEN,Bhaskar Chandra Mohanty,M,BSP,BSP,7094,1404581
Odisha,2014,17,Puri,GEN,None Of The Above,,NOTA,NOTA,9150,1404581
Odisha,2014,17,Puri,GEN,Sabyasachi Mohapatra,M,KS,KS,13190,1404581
Odisha,2014,17,Puri,GEN,Ashok Sahu,M,BJP,BJP,215763,1404581
Odisha,2014,17,Puri,GEN,Sucharita Mohanty,F,INC,INC,259800,1404581
Odisha,2014,17,Puri,GEN,Pinaki Misra,M,BJD,BJD,523161,1404581
Odisha,2014,18,Bhubaneswar,GEN,Pramila Behera,F,CPIM,CPIM,948,1527768
Odisha,2014,18,Bhubaneswar,GEN,Kulamani Nayak,M,PBI,PBI,1128,1527768
Odisha,2014,18,Bhubaneswar,GEN,Prana Krushna Dalabehera,M,SAMO,SAMO,1194,1527768
Odisha,2014,18,Bhubaneswar,GEN,Rabindra Nath Behera,M,SP,SP,1745,1527768
Odisha,2014,18,Bhubaneswar,GEN,Madhu Sudan Yadav,M,BSP,BSP,3457,1527768
Odisha,2014,18,Bhubaneswar,GEN,Manas Ranjan Mishra,M,IND,IND,3783,1527768
Odisha,2014,18,Bhubaneswar,GEN,Bismaya Mahapatra,M,AAAP,AAAP,7112,1527768
Odisha,2014,18,Bhubaneswar,GEN,None Of The Above,,NOTA,NOTA,8140,1527768
Odisha,2014,18,Bhubaneswar,GEN,Sunjoy Hans,M,AOP,AOP,29505,1527768
Odisha,2014,18,Bhubaneswar,GEN,Bijay Mohanty,M,INC,INC,145783,1527768
Odisha,2014,18,Bhubaneswar,GEN,Prithiviraj Harichandan,M,BJP,BJP,249775,1527768
Odisha,2014,18,Bhubaneswar,GEN,Prasanna Kumar Patasani,M,BJD,BJD,439252,1527768
Odisha,2014,19,Aska,GEN,Sankar Sahu,M,CPIM,CPIM,4361,1408780
Odisha,2014,19,Aska,GEN,Kali Charana Nayak,M,IND,IND,5192,1408780
Odisha,2014,19,Aska,GEN,K. Shyambabu Subudhi,M,IND,IND,5293,1408780
Odisha,2014,19,Aska,GEN,Bansidhar Tripathy,M,AITC,AITC,7553,1408780
Odisha,2014,19,Aska,GEN,Bijaya Kumar Mahapatro,M,BSP,BSP,9127,1408780
Odisha,2014,19,Aska,GEN,Prabhat Kumar Mahanty,M,AAAP,AAAP,11063,1408780
Odisha,2014,19,Aska,GEN,None Of The Above,,NOTA,NOTA,15382,1408780
Odisha,2014,19,Aska,GEN,Mahesh Chandra Mohanty,M,BJP,BJP,67361,1408780
Odisha,2014,19,Aska,GEN,Srilokanath Ratha,M,INC,INC,229476,1408780
Odisha,2014,19,Aska,GEN,Ladu Kishore Swain,M,BJD,BJD,541473,1408780
Odisha,2014,20,Berhampur,GEN,Bidhan Chandra Panda,M,skd,skd,2773,1334268
Odisha,2014,20,Berhampur,GEN,Manoj Choudhury,M,AITC,AITC,3314,1334268
Odisha,2014,20,Berhampur,GEN,K. Shyambabu Subudhi,M,IND,IND,3383,1334268
Odisha,2014,20,Berhampur,GEN,A. Raghunath Varma,M,IND,IND,3719,1334268
Odisha,2014,20,Berhampur,GEN,Aswini Kumar Padhy,M,BSP,BSP,3865,1334268
Odisha,2014,20,Berhampur,GEN,Srihari Patanaik,M,IND,IND,4081,1334268
Odisha,2014,20,Berhampur,GEN,Dhanada Kanta Mishra,M,AAAP,AAAP,8248,1334268
Odisha,2014,20,Berhampur,GEN,None Of The Above,,NOTA,NOTA,12706,1334268
Odisha,2014,20,Berhampur,GEN,Ali Kishor Patnaik,M,CPM,CPM,35968,1334268
Odisha,2014,20,Berhampur,GEN,Rama Chandra Panda,M,BJP,BJP,158811,1334268
Odisha,2014,20,Berhampur,GEN,Chandra Sekhar Sahu,M,INC,INC,270387,1334268
Odisha,2014,20,Berhampur,GEN,Sidhant Mohapatra,M,BJD,BJD,398107,1334268
Odisha,2014,21,Koraput ,ST,Kailash Sabara,M,skd,skd,8910,1300437
Odisha,2014,21,Koraput ,ST,Prakash Hikaka,M,CPIM,CPIM,9609,1300437
Odisha,2014,21,Koraput ,ST,Meghanada Sabar,M,CPI(ML)(L),CPI(ML)(L),13343,1300437
Odisha,2014,21,Koraput ,ST,Lingaraj Gomango,M,IND,IND,13861,1300437
Odisha,2014,21,Koraput ,ST,Banamali Majhi,M,APoI,APoI,14854,1300437
Odisha,2014,21,Koraput ,ST,None Of The Above,,NOTA,NOTA,33232,1300437
